Tipo,Matéria,Assunto,Questões Encontradas,Percentual (%),Freq. Acumulada,Questões no Caderno
ASSUNTO,Economia e Finanças Públicas,Curva de Possibilidades de Produção,4,0.07%,77.21%,0
ASSUNTO,Economia e Finanças Públicas,Oligopólio,4,0.07%,78.10%,0
ASSUNTO,Economia e Finanças Públicas,Demanda por Moeda,4,0.07%,78.98%,0
ASSUNTO,Economia e Finanças Públicas,Bem Estar e Funções do Governo,4,0.07%,79.87%,0
ASSUNTO,Economia e Finanças Públicas,John M. Keynes,4,0.07%,80.75%,0
ASSUNTO,Economia e Finanças Públicas,Desemprego,4,0.07%,81.64%,0
ASSUNTO,Economia e Finanças Públicas,"Escassez, Escolha e Custo de Oportunidade",3,0.05%,82.30%,0
ASSUNTO,Economia e Finanças Públicas,Elasticidade Preço da Oferta,3,0.05%,82.96%,0
ASSUNTO,Economia e Finanças Públicas,Produção,3,0.05%,83.63%,0
ASSUNTO,Economia e Finanças Públicas,Custos,3,0.05%,84.29%,0
ASSUNTO,Economia e Finanças Públicas,Funções e Atributos da Moeda,3,0.05%,84.96%,0
ASSUNTO,Economia e Finanças Públicas,Multiplicador Monetário,3,0.05%,85.62%,0
ASSUNTO,Economia e Finanças Públicas,Curvas de Phillips,3,0.05%,86.28%,0
ASSUNTO,Economia e Finanças Públicas,Expectativas Racionais,3,0.05%,86.95%,0
ASSUNTO,Economia e Finanças Públicas,Federalismo Fiscal,3,0.05%,87.61%,0
ASSUNTO,Economia e Finanças Públicas,Reformas de Getúlio Vargas,3,0.05%,88.27%,0
ASSUNTO,Economia e Finanças Públicas,Planos Nacionais de Desenvolvimento (PNDs),3,0.05%,88.94%,0
ASSUNTO,Economia e Finanças Públicas,Crise da Dívida Externa,3,0.05%,89.60%,0
ASSUNTO,Economia e Finanças Públicas,Economia Brasileira na Década de 1990,3,0.05%,90.27%,0
ASSUNTO,Economia e Finanças Públicas,Antecedentes e Implantação,3,0.05%,90.93%,0
ASSUNTO,Economia e Finanças Públicas,Crise Financeira de 2008,3,0.05%,91.59%,0
ASSUNTO,Economia e Finanças Públicas,Elasticidade Renda da Demanda,2,0.04%,92.04%,0
ASSUNTO,Economia e Finanças Públicas,Bens Públicos (Economia),2,0.04%,92.48%,0
ASSUNTO,Economia e Finanças Públicas,Produto Nominal X Produto Real (Deflator do PIB),2,0.04%,92.92%,0
ASSUNTO,Economia e Finanças Públicas,Economia Fechada,2,0.04%,93.36%,0
ASSUNTO,Economia e Finanças Públicas,Modelo de Oferta e Demanda Agregada (OA-DA) de Determinação da Renda e dos Preços,2,0.04%,93.81%,0
ASSUNTO,Economia e Finanças Públicas,Consumo no Modelo Intertemporal,2,0.04%,94.25%,0
ASSUNTO,Economia e Finanças Públicas,Crescimento Endógeno e Outros Modelos,2,0.04%,94.69%,0
ASSUNTO,Economia e Finanças Públicas,Fundamentos da Moderna Macroeconomia,2,0.04%,95.13%,0
ASSUNTO,Economia e Finanças Públicas,A Economia da Década de 60 e do Regime Militar,2,0.04%,95.58%,0
ASSUNTO,Economia e Finanças Públicas,Plano Verão,2,0.04%,96.02%,0
ASSUNTO,Economia e Finanças Públicas,Plano Collor I,2,0.04%,96.46%,0
ASSUNTO,Economia e Finanças Públicas,"Conceitos Básicos, Definições e Indicadores do Mercado de Trabalho",2,0.04%,96.90%,0
ASSUNTO,Economia e Finanças Públicas,Equilíbrio do Consumidor,1,0.02%,97.12%,0
ASSUNTO,Economia e Finanças Públicas,Efeitos Renda e Substituição,1,0.02%,97.35%,0
ASSUNTO,Economia e Finanças Públicas,Eficiência na Produção,1,0.02%,97.57%,0
ASSUNTO,Economia e Finanças Públicas,Teoria dos Jogos,1,0.02%,97.79%,0
ASSUNTO,Economia e Finanças Públicas,Economia Clássica,1,0.02%,98.01%,0
ASSUNTO,Economia e Finanças Públicas,Teoria Quantitativa da Moeda,1,0.02%,98.23%,0
ASSUNTO,Economia e Finanças Públicas,Novos Clássicos (Pensamento Econômico),1,0.02%,98.45%,0
ASSUNTO,Economia e Finanças Públicas,Tipos de Impostos,1,0.02%,98.67%,0
ASSUNTO,Economia e Finanças Públicas,Karl Marx,1,0.02%,98.89%,0
ASSUNTO,Economia e Finanças Públicas,Economia Açucareira,1,0.02%,99.12%,0
ASSUNTO,Economia e Finanças Públicas,Mineração,1,0.02%,99.34%,0
ASSUNTO,Economia e Finanças Públicas,PAEG,1,0.02%,99.56%,0
ASSUNTO,Economia e Finanças Públicas,Plano Bresser,1,0.02%,99.78%,0
ASSUNTO,Economia e Finanças Públicas,Governo Lula,1,0.02%,100.00%,0
MATÉRIA,Geografia,,407,7.14%,,407
ASSUNTO,Geografia,Agronegócio,38,0.67%,9.34%,0
ASSUNTO,Geografia,Evolução (História) do Pensamento Geográfico,36,0.63%,18.18%,0
ASSUNTO,Geografia,Urbanização Brasileira,29,0.51%,25.31%,0
ASSUNTO,Geografia,Geografia Política no Mundo,25,0.44%,31.45%,0
ASSUNTO,Geografia,Globalização e Divisão Internacional do Trabalho,24,0.42%,37.35%,0
ASSUNTO,Geografia,População Brasileira,23,0.40%,43.00%,0
ASSUNTO,Geografia,"Migração, Imigração e Emigração",23,0.40%,48.65%,0
ASSUNTO,Geografia,Blocos Regionais,22,0.39%,54.05%,0
ASSUNTO,Geografia,"Biomas, Domínios e Ecossistemas",17,0.30%,58.23%,0
ASSUNTO,Geografia,Industrialização,12,0.21%,61.18%,0
ASSUNTO,Geografia,Urbanização Mundial,11,0.19%,63.88%,0
ASSUNTO,Geografia,Acordos e Tratados Internacionais sobre Meio Ambiente,11,0.19%,66.58%,0
ASSUNTO,Geografia,Conceitos Chave em Geografia,10,0.18%,69.04%,0
ASSUNTO,Geografia,Agropecuária no Mundo,9,0.16%,71.25%,0
ASSUNTO,Geografia,Formação Territorial do Brasil,9,0.16%,73.46%,0
ASSUNTO,Geografia,Política e Desigualdade Regional,8,0.14%,75.43%,0
ASSUNTO,Geografia,Desenvolvimento Sustentável,8,0.14%,77.40%,0
ASSUNTO,Geografia,Geopolítica do Brasil,7,0.12%,79.12%,0
ASSUNTO,Geografia,População Mundial,6,0.11%,80.59%,0
ASSUNTO,Geografia,Infraestrutura e Logística,6,0.11%,82.06%,0
ASSUNTO,Geografia,Outros temas de Geografia Econômica no Mundo,5,0.09%,83.29%,0
ASSUNTO,Geografia,Energia no Brasil,5,0.09%,84.52%,0
ASSUNTO,Geografia,Questão Agrária,5,0.09%,85.75%,0
ASSUNTO,Geografia,Mudanças Climáticas e Aquecimento Global,5,0.09%,86.98%,0
ASSUNTO,Geografia,Política e Gestão Ambiental no Brasil,5,0.09%,88.21%,0
ASSUNTO,Geografia,Energia no Mundo,4,0.07%,89.19%,0
ASSUNTO,Geografia,Geografia Cultural,4,0.07%,90.17%,0
ASSUNTO,Geografia,Hidrografia brasileira,4,0.07%,91.15%,0
ASSUNTO,Geografia,Comércio Mundial,3,0.05%,91.89%,0
ASSUNTO,Geografia,Divisão Político-Administrativa e Regional do Brasil,3,0.05%,92.63%,0
ASSUNTO,Geografia,Outros temas de Geografia e Meio Ambiente no Brasil,3,0.05%,93.37%,0
ASSUNTO,Geografia,Hidrografia,3,0.05%,94.10%,0
ASSUNTO,Geografia,Outros temas de Geografia Econômica do Brasil,2,0.04%,94.59%,0
ASSUNTO,Geografia,Sistemas Político-Econômicos,1,0.02%,94.84%,0
ASSUNTO,Geografia,Planejamento e Zoneamento Ambiental,1,0.02%,95.09%,0
ASSUNTO,Geografia,Outros temas de Geografia e Meio Ambiente no Mundo,1,0.02%,95.33%,0
ASSUNTO,Geografia,Ecologia,1,0.02%,95.58%,0
ASSUNTO,Geografia,Pedologia,1,0.02%,95.82%,0
ASSUNTO,Geografia,Meteorologia e Climatologia,1,0.02%,96.07%,0
ASSUNTO,Geografia,Outros Temas de Geografia,1,0.02%,96.31%,0
ASSUNTO,Geografia,Sem Classificação,15,0.26%,100.00%,0
MATÉRIA,Língua Espanhola (Espanhol),,300,5.26%,,300
ASSUNTO,Língua Espanhola (Espanhol),Interpretação de Textos (Espanhol),208,3.65%,69.33%,0
ASSUNTO,Língua Espanhola (Espanhol),Vocabulário e tradução (espanhol),81,1.42%,96.33%,0
ASSUNTO,Língua Espanhola (Espanhol),Gramática (espanhol),11,0.19%,100.00%,0
MATÉRIA,Língua Francesa (Francês),,300,5.26%,,300
ASSUNTO,Língua Francesa (Francês),Interpretação de Textos (Francês),159,2.79%,53.00%,0
ASSUNTO,Língua Francesa (Francês),"Semântica, Vocabulário e Tradução (Francês)",86,1.51%,81.67%,0
ASSUNTO,Língua Francesa (Francês),Gramática (Francês),55,0.96%,100.00%,0
MATÉRIA,Direito Internacional Público e Privado,,287,5.03%,,287
ASSUNTO,Direito Internacional Público e Privado,Corte Internacional de Justiça,35,0.61%,12.20%,0
ASSUNTO,Direito Internacional Público e Privado,"Direito Comunitário e da Integração (MERCOSUL, União Europeia etc.)",28,0.49%,21.95%,0
ASSUNTO,Direito Internacional Público e Privado,Direito Humanitário e Direito Internacional dos Conflitos,27,0.47%,31.36%,0
ASSUNTO,Direito Internacional Público e Privado,Organização das Nações Unidas (ONU),25,0.44%,40.07%,0
ASSUNTO,Direito Internacional Público e Privado,Convenção de Viena sobre o Direito dos Tratados (1969),22,0.39%,47.74%,0
ASSUNTO,Direito Internacional Público e Privado,"Tribunal Penal Internacional (Estatuto de Roma, Decreto nº 4.388/2002)",21,0.37%,55.05%,0
ASSUNTO,Direito Internacional Público e Privado,"Personalidade Jurídica, Estado, Santa Sé, Indivíduos, ONG etc.",19,0.33%,61.67%,0
ASSUNTO,Direito Internacional Público e Privado,Convenção das Nações Unidas sobre o Direito do Mar (CNUDM),18,0.32%,67.94%,0
ASSUNTO,Direito Internacional Público e Privado,Solução Pacífica dos Conflitos Internacionais,12,0.21%,72.13%,0
ASSUNTO,Direito Internacional Público e Privado,Fontes de DIP - Aspectos Gerais,8,0.14%,74.91%,0
ASSUNTO,Direito Internacional Público e Privado,Migração e Condição Jurídica do Estrangeiro (Lei nº 13.445/2017),8,0.14%,77.70%,0
ASSUNTO,Direito Internacional Público e Privado,Incorporação dos Tratados ao Direito Interno,6,0.11%,79.79%,0
ASSUNTO,Direito Internacional Público e Privado,Imunidades (Direito Internacional),6,0.11%,81.88%,0
ASSUNTO,Direito Internacional Público e Privado,Nacionalidade (DIP),6,0.11%,83.97%,0
ASSUNTO,Direito Internacional Público e Privado,Responsabilidade Internacional,6,0.11%,86.06%,0
ASSUNTO,Direito Internacional Público e Privado,Relações Diplomáticas e Consulares,5,0.09%,87.80%,0
ASSUNTO,Direito Internacional Público e Privado,Direito do Comércio Internacional,5,0.09%,89.55%,0
ASSUNTO,Direito Internacional Público e Privado,Demais Convenções em Espécie e Tópicos Mesclados,5,0.09%,91.29%,0
ASSUNTO,Direito Internacional Público e Privado,"DIP - Conceito, Objeto, Caráter jurídico e Teorias",4,0.07%,92.68%,0
ASSUNTO,Direito Internacional Público e Privado,Organização Internacional do Trabalho,4,0.07%,94.08%,0
ASSUNTO,Direito Internacional Público e Privado,Direito Processual Civil Internacional e Cooperação Jurídica Internacional,4,0.07%,95.47%,0
ASSUNTO,Direito Internacional Público e Privado,Direito Internacional Econômico,3,0.05%,96.52%,0
ASSUNTO,Direito Internacional Público e Privado,Conflito de Leis no Espaço (Direito Internacional),3,0.05%,97.56%,0
ASSUNTO,Direito Internacional Público e Privado,UNASUL,2,0.04%,98.26%,0
ASSUNTO,Direito Internacional Público e Privado,Relação entre Direito Internacional e Direito Interno (Monismo e Dualismo),1,0.02%,98.61%,0
ASSUNTO,Direito Internacional Público e Privado,Decreto nº 4.410/2002 - Convenção Interamericana contra a Corrupção,1,0.02%,98.95%,0
ASSUNTO,Direito Internacional Público e Privado,Decreto nº 5.015/2004 - Crime Organizado Transnacional (Convenção de Palermo),1,0.02%,99.30%,0
ASSUNTO,Direito Internacional Público e Privado,Decreto nº 5.017/2004 - Crime Organizado Transnacional Relativo à Tráfico de Pessoas,1,0.02%,99.65%,0
ASSUNTO,Direito Internacional Público e Privado,Jurisprudência dos Tribunais Superiores em Direito Internacional Público e Privado,1,0.02%,100.00%,0
MATÉRIA,Direito Constitucional (CF/1988 e Doutrina),,121,2.12%,,121
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),11,0.19%,9.09%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),9,0.16%,16.53%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),"União: Bens e Competências Exclusivas, Privativas, Comuns e Concorrentes (arts. 20 a 24 da CF/1988)",7,0.12%,22.31%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Disposições Gerais (Administração Pública - arts. 37 e 38 da CF/1988),6,0.11%,27.27%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),"Fases do Processo Legislativo (Iniciativa, Discussão, Voto, Veto, Sanção, Promulgação e Publicação)",6,0.11%,32.23%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),"Constituição: Conceito, Estrutura, Supremacia e Classificação",5,0.09%,36.36%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Das Atribuições do Congresso Nacional (arts. 48 a 50 da CF/1988) ,5,0.09%,40.50%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Intervenção Federal e Estadual (arts. 34 a 36 da CF/1988),4,0.07%,43.80%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Do Senado Federal (art. 52 da CF/1988),4,0.07%,47.11%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Medidas Provisórias,4,0.07%,50.41%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Das Súmulas Vinculantes (art. 103-A da CF/1988),4,0.07%,53.72%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Questões Mescladas de Organização dos Poderes (arts. 44 a 135 da CF/1988),4,0.07%,57.02%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),"Extradição, Deportação, Expulsão e Banimento (da Nacionalidade)",3,0.05%,59.50%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Da Emenda à Constituição (art. 60 da CF/1988),3,0.05%,61.98%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Das Atribuições do Presidente da República (art. 84 da CF/1988),3,0.05%,64.46%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Do Supremo Tribunal Federal - STF (arts. 101 a 103 da CF/1988),3,0.05%,66.94%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Questões Mescladas de Controle de Constitucionalidade,3,0.05%,69.42%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Histórico das Constituições no Brasil,2,0.04%,71.07%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Da Organização Político-Administrativa (arts. 18 e 19 da CF/1988),2,0.04%,72.73%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),"Estados Federados - Organização, Competências, Bens (arts. 25 a 28 da CF/1988)",2,0.04%,74.38%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Leis Ordinárias e Complementares,2,0.04%,76.03%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Resoluções e Decretos Legislativos,2,0.04%,77.69%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Do Presidente e Vice Presidente da República (arts. 76 a 83 da CF/1988),2,0.04%,79.34%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),"Introdução, Pressupostos e Tipos de Inconstitucionalidade",2,0.04%,80.99%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Ação Direta de Inconstitucionalidade (ADI),2,0.04%,82.64%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Jurisprudência dos Tribunais Superiores sobre Direitos e Deveres Individuais e Coletivos,2,0.04%,84.30%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),"Jurisprudência dos Tribunais Superiores sobre Congresso Nacional, Senado e Câmara dos Deputados",2,0.04%,85.95%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),"Poder Constituinte (Originário, Derivado, Reformador, Revisor, Decorrente, etc)",1,0.02%,86.78%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Simetria Constitucional,1,0.02%,87.60%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),1,0.02%,88.43%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Espécies de Nacionalidade (Brasileiros Natos e Naturalizados),1,0.02%,89.26%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Do Distrito Federal e dos Territórios (arts. 32 e 33 da CF/1988),1,0.02%,90.08%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Dos Servidores Públicos (arts. 39 a 41 da CF/1988),1,0.02%,90.91%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Questões Mescladas de Organização do Estado (arts. 18 a 43 da CF/1988),1,0.02%,91.74%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Do Congresso Nacional (arts. 44 a 47 da CF/1988),1,0.02%,92.56%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Da Câmara dos Deputados (art. 51 da CF/1988),1,0.02%,93.39%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Questões Mescladas de Processo Legislativo (arts. 59 a 69 da CF/1988),1,0.02%,94.21%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Do Conselho da República e Conselho da Defesa Nacional (arts. 89 a 91 da CF/1988),1,0.02%,95.04%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Do Superior Tribunal de Justiça - STJ (arts. 104 e 105 da CF/1988),1,0.02%,95.87%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Funções Institucionais (Ministério Público),1,0.02%,96.69%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Controle Difuso (Incidental ou Incidenter Tantum),1,0.02%,97.52%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Arguição de Descumprimento de Preceito Fundamental (ADPF),1,0.02%,98.35%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Controle de Constitucionalidade pelos Tribunais de Justiça dos Estados,1,0.02%,99.17%,0
ASSUNTO,Direito Constitucional (CF/1988 e Doutrina),Jurisprudência dos Tribunais Superiores sobre Controle de Constitucionalidade,1,0.02%,100.00%,0
MATÉRIA,Legislação Geral Federal,,50,0.88%,,50
ASSUNTO,Legislação Geral Federal,Lei nº 11.440/2006 - Regime Jurídico dos Servidores do Serviço Exterior,50,0.88%,100.00%,0
MATÉRIA,Direito Ambiental,,40,0.70%,,40
ASSUNTO,Direito Ambiental,Demais Normativos sobre Direito Internacional Ambiental,8,0.14%,20.00%,0
ASSUNTO,Direito Ambiental,Aspectos Gerais da Rio 92,4,0.07%,30.00%,0
ASSUNTO,Direito Ambiental,Convenção sobre Diversidade Biológica (CDB),4,0.07%,40.00%,0
ASSUNTO,Direito Ambiental,"Outros Assuntos e Tópicos Mesclados de Política, Licenciamento, Avaliação e Impacto Ambiental",4,0.07%,50.00%,0
ASSUNTO,Direito Ambiental,Protocolo de Kyoto,3,0.05%,57.50%,0
ASSUNTO,Direito Ambiental,Conferência de Estocolmo (1972),2,0.04%,62.50%,0
ASSUNTO,Direito Ambiental,Demais Normativos e Acordos da Rio 92,2,0.04%,67.50%,0
ASSUNTO,Direito Ambiental,Assuntos Diversos de Direito Ambiental e Tópicos Mesclados,2,0.04%,72.50%,0
ASSUNTO,Direito Ambiental,Princípios do Direito Ambiental ,1,0.02%,75.00%,0
ASSUNTO,Direito Ambiental,Competências Constitucionais em Matéria Ambiental,1,0.02%,77.50%,0
ASSUNTO,Direito Ambiental,Relatório Brundtland (Nosso Futuro Comum),1,0.02%,80.00%,0
ASSUNTO,Direito Ambiental,Agenda 21,1,0.02%,82.50%,0
ASSUNTO,Direito Ambiental,Decreto nº 9.073/2017 - Acordo de Paris sob a Convenção-Quadro das Nações Unidas sobre Mudança do Clima,1,0.02%,85.00%,0
ASSUNTO,Direito Ambiental,Conceitos de Unidades de Conservação (arts. 1º e 2º da Lei nº 9.985/00),1,0.02%,87.50%,0
ASSUNTO,Direito Ambiental,Lei nº 11.428/06 - Lei da Mata Atlântica,1,0.02%,90.00%,0
ASSUNTO,Direito Ambiental,"Outros Assuntos e Tópicos Mesclados de ""Florestas""",1,0.02%,92.50%,0
ASSUNTO,Direito Ambiental,Lei nº 9.433/1997 - Política Nacional de Recursos Hídricos (PNRH),1,0.02%,95.00%,0
ASSUNTO,Direito Ambiental,Ecologia e Meio ambiente ,1,0.02%,97.50%,0
ASSUNTO,Direito Ambiental,Políticas Públicas e Aspectos Econômicos de Direito Ambiental,1,0.02%,100.00%,0
MATÉRIA,Direito Administrativo (Doutrina e Leis Federais),,22,0.39%,,22
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),Do Regime Disciplinar (arts. 116 a 142 da Lei nº 8.112/1990),5,0.09%,22.73%,0
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),Conceitos Iniciais e Teorias da Responsabilidade,3,0.05%,36.36%,0
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),Controle Jurisdicional,2,0.04%,45.45%,0
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),Do Processo Administrativo Disciplinar (arts. 143 a 182 da Lei nº 8.112/1990),2,0.04%,54.55%,0
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),Jurisprudência dos Tribunais Superiores sobre Responsabilidade Civil do Estado,2,0.04%,63.64%,0
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),"Princípios Expressos, Explícitos ou Constitucionais",1,0.02%,68.18%,0
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),Administração Indireta,1,0.02%,72.73%,0
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),Responsabilidade dos Agentes Públicos e Direito de Regresso,1,0.02%,77.27%,0
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),Responsabilidade Civil por Atos Omissivos,1,0.02%,81.82%,0
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),Responsabilidade por Atos Legislativos e Judiciais,1,0.02%,86.36%,0
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),Dos Atos de Improbidade (arts. 9º a 11 da Lei nº 8.429/1992),1,0.02%,90.91%,0
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),"Do Âmbito de Aplicação, Definições e Agentes Públicos (arts. 1º a 4º, 6º a 10 da Lei nº 14.133/2021)",1,0.02%,95.45%,0
ASSUNTO,Direito Administrativo (Doutrina e Leis Federais),Jurisprudência dos Tribunais Superiores sobre Improbidade Administrativa,1,0.02%,100.00%,0
MATÉRIA,Direitos Humanos,,18,0.32%,,18
ASSUNTO,Direitos Humanos,Sistema Interamericano de Direitos Humanos,3,0.05%,16.67%,0
ASSUNTO,Direitos Humanos,"Conceitos, Histórico e Gerações dos Direitos Humanos",2,0.04%,27.78%,0
ASSUNTO,Direitos Humanos,Outros Temas e Tópicos Mesclados de Proteção dos Direitos Humanos,2,0.04%,38.89%,0
ASSUNTO,Direitos Humanos,Outros Tópicos sobre Direitos Humanos,2,0.04%,50.00%,0
ASSUNTO,Direitos Humanos,Declaração Universal dos Direitos Humanos (DUDH),1,0.02%,55.56%,0
ASSUNTO,Direitos Humanos,Vigência e Eficácia das Normas do Direito Internacional de Direitos Humanos. Reservas e Denúncias,1,0.02%,61.11%,0
ASSUNTO,Direitos Humanos,Agenda 2030 - Desenvolvimento Sustentável,1,0.02%,66.67%,0
ASSUNTO,Direitos Humanos,Deveres dos Estados e Direitos Protegidos (arts. 1º a 32 da CADH-OAS),1,0.02%,72.22%,0
ASSUNTO,Direitos Humanos,Meios de Proteção (arts. 33 a 73 da CADH-OAS),1,0.02%,77.78%,0
ASSUNTO,Direitos Humanos,Convenções da OIT sobre Direitos Humanos,1,0.02%,83.33%,0
ASSUNTO,Direitos Humanos,Convenção do Estatuto dos Refugiados (Lei nº 9.474/1997),1,0.02%,88.89%,0
ASSUNTO,Direitos Humanos,Direito das Mulheres no Brasil,1,0.02%,94.44%,0
ASSUNTO,Direitos Humanos,Direitos Humanos na Constituição Federal,1,0.02%,100.00%,0
MATÉRIA,Finanças e Conhecimentos Bancários,,13,0.23%,,13
ASSUNTO,Finanças e Conhecimentos Bancários,"Instituições e Acordos Internacionais (Acordo da Basileia, etc.)",5,0.09%,38.46%,0
ASSUNTO,Finanças e Conhecimentos Bancários,"Fintechs, Startups e Big Techs",4,0.07%,69.23%,0
ASSUNTO,Finanças e Conhecimentos Bancários,Composição Geral do SFN,2,0.04%,84.62%,0
ASSUNTO,Finanças e Conhecimentos Bancários,BACEN (Banco Central do Brasil),1,0.02%,92.31%,0
ASSUNTO,Finanças e Conhecimentos Bancários,BNDES (Banco Nacional de Desenvolvimento Econômico e Social),1,0.02%,100.00%,0
MATÉRIA,Direito Civil,,5,0.09%,,5
ASSUNTO,Direito Civil,Da Personalidade e da Capacidade (arts. 1º a 10),1,0.02%,20.00%,0
ASSUNTO,Direito Civil,Dos Direitos da Personalidade (arts. 11 a 21),1,0.02%,40.00%,0
ASSUNTO,Direito Civil,Desconsideração da Personalidade Jurídica,1,0.02%,60.00%,0
ASSUNTO,Direito Civil,"Fatos Jurídicos: Conceito, Classificação e Princípios Gerais",1,0.02%,80.00%,0
ASSUNTO,Direito Civil,Defeitos ou Vícios do Negócio Jurídico (arts. 138 a 165),1,0.02%,100.00%,0
MATÉRIA,Literatura Brasileira e Estrangeira,,3,0.05%,,3
ASSUNTO,Literatura Brasileira e Estrangeira,Pós Modernismo. Desconstrucionismo. Outros autores,2,0.04%,66.67%,0
ASSUNTO,Literatura Brasileira e Estrangeira,"Realismo/Naturalismo (Machado de Assis, Aluísio Azevedo, R. Pompeia, etc)",1,0.02%,100.00%,0
MATÉRIA,"Direito Marítimo, Portuário e Aeronáutico",,1,0.02%,,1
ASSUNTO,"Direito Marítimo, Portuário e Aeronáutico",Lei nº 8.617/1993 - Mar Territorial entre outros,1,0.02%,100.00%,0
MATÉRIA,Línguas Estrangeiras Diversas,,1,0.02%,,1
ASSUNTO,Línguas Estrangeiras Diversas,Sem Classificação,1,0.02%,100.00%,0